CODE,GEOG,AREA,Bungalow1,Bungalow2,Bungalow3,Bungalow3plus,Bungalow4plus,BungalowZ,Flat_Mais1,Flat_Mais2,Flat_Mais3,Flat_Mais3plus,Flat_Mais4plus,Flat_MaisZ,House_Terraced1,House_Terraced2,House_Terraced3,House_Terraced3plus,House_Terraced4plus,House_TerracedZ,House_Semi1,House_Semi2,House_Semi3,House_Semi3plus,House_Semi4plus,House_SemiZ,House_Detached1,House_Detached2,House_Detached3,House_Detached3plus,House_Detached4plus,House_DetachedZ,Annexe,Other,UNKNOWN,Year
E01033626,LSOA,Birmingham 134D,0,0,0,0,0,0,150,370,10,10,0,0,0,0,40,60,20,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,2014
E01033640,LSOA,Birmingham 134E,0,0,0,0,0,0,140,230,130,130,0,0,0,20,30,50,20,0,0,10,10,20,10,0,0,0,0,0,0,0,0,0,10,2014
E01009378,LSOA,Birmingham 135A,0,0,0,0,0,0,360,490,20,30,10,0,0,10,70,90,20,0,0,0,10,60,50,0,0,0,0,10,10,0,0,0,40,2014
E01033567,LSOA,Birmingham 135B,0,0,0,0,0,0,450,290,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01033615,LSOA,Birmingham 135C,0,0,0,0,0,0,290,330,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01033616,LSOA,Birmingham 135D,0,0,0,0,0,0,300,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009143,LSOA,Birmingham 136A,10,0,0,0,0,0,250,160,150,150,0,0,0,10,20,80,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,2014
E01009146,LSOA,Birmingham 136B,0,0,0,0,0,0,840,200,60,190,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2014
E01033564,LSOA,Birmingham 136C,0,0,0,0,0,0,520,230,20,20,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,2014
E01033639,LSOA,Birmingham 136D,0,0,0,0,0,0,260,280,180,180,0,0,0,30,60,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009141,LSOA,Birmingham 137A,0,0,0,0,0,0,210,360,120,120,0,0,0,0,70,100,30,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,20,2014
E01033565,LSOA,Birmingham 137B,0,0,0,0,0,0,330,310,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01033618,LSOA,Birmingham 137C,0,0,0,0,0,0,350,400,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2014
E01033619,LSOA,Birmingham 137D,10,0,0,0,0,0,220,310,20,20,0,0,0,40,70,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01033627,LSOA,Birmingham 137E,30,0,0,0,0,0,150,230,30,30,0,0,0,30,90,100,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2014
E01033620,LSOA,Birmingham 138A,0,0,0,0,0,0,530,190,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009200,LSOA,Birmingham 139A,0,0,0,0,0,0,160,110,50,50,0,0,0,60,120,130,10,0,0,20,30,40,10,0,0,0,20,40,20,0,0,0,10,2014
E01009327,LSOA,Birmingham 139B,0,0,0,0,0,0,20,0,0,0,0,0,0,120,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009328,LSOA,Birmingham 139C,0,0,0,0,0,0,20,10,10,20,10,0,0,80,410,420,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009331,LSOA,Birmingham 139D,0,0,0,0,0,0,10,0,0,0,0,0,0,180,380,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009332,LSOA,Birmingham 139E,0,0,0,0,0,0,120,20,40,40,0,0,0,100,200,240,40,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,20,2014
E01009333,LSOA,Birmingham 139F,0,0,0,0,0,0,0,10,10,10,0,0,0,80,320,340,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009335,LSOA,Birmingham 139G,0,0,0,0,0,0,20,10,0,0,0,0,0,90,380,390,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
E01009344,LSOA,Birmingham 139H,0,0,0,0,0,0,60,40,30,30,0,0,0,70,260,260,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,10,2014
E01009339,LSOA,Birmingham 140A,0,0,0,0,0,0,50,30,10,10,0,0,0,40,200,220,20,0,0,10,100,100,0,0,0,0,0,0,0,0,0,0,10,2014
E01009340,LSOA,Birmingham 140B,0,0,0,0,0,0,50,20,10,10,0,0,0,290,550,560,10,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,20,2014
E01009382,LSOA,Birmingham 140C,0,0,0,0,0,0,10,40,10,10,0,0,0,70,240,280,40,0,0,0,20,20,0,0,0,0,10,10,0,0,0,0,10,2014
E01009391,LSOA,Birmingham 140D,0,0,0,0,0,0,30,30,10,10,0,0,0,170,300,310,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2014
E01009392,LSOA,Birmingham 140E,0,0,0,0,0,0,0,10,0,0,0,0,0,70,170,230,60,0,0,0,100,110,10,0,0,0,10,20,10,0,0,0,0,2014
E01009393,LSOA,Birmingham 140F,0,0,0,0,0,0,10,20,10,10,0,0,0,160,280,280,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,2014
E01033641,LSOA,Birmingham 140G,0,10,0,0,0,0,20,10,10,10,0,0,0,170,660,680,20,0,0,0,60,90,30,0,0,0,0,0,0,0,0,0,0,2014
E01009109,LSOA,Birmingham 123B,10,0,0,0,0,0,10,140,150,150,0,0,0,20,130,140,10,0,0,20,40,60,20,0,0,0,0,0,0,0,0,0,0,2014
E01009119,LSOA,Birmingham 123C,0,10,10,10,0,0,70,90,0,0,0,0,0,30,160,160,0,0,0,20,150,180,30,0,0,0,10,70,60,0,0,0,30,2014
E01009120,LSOA,Birmingham 123D,0,0,0,0,0,0,20,190,10,10,0,0,0,50,140,140,0,0,0,30,160,170,10,0,0,0,20,30,10,0,0,0,0,2014
E01009162,LSOA,Birmingham 124A,30,0,0,0,0,0,10,10,80,80,0,0,0,0,70,70,0,0,0,0,410,440,30,0,0,0,10,20,10,0,0,0,10,2014
E01009207,LSOA,Birmingham 124B,0,0,0,0,0,0,0,90,10,10,0,0,0,0,20,20,0,0,0,0,500,510,10,0,0,0,30,40,10,0,0,0,0,2014
E01009208,LSOA,Birmingham 124C,0,10,0,0,0,0,30,70,0,0,0,0,0,0,60,70,10,0,0,20,480,510,30,0,0,0,50,70,20,0,0,0,10,2014
E01009209,LSOA,Birmingham 124D,10,60,20,20,0,0,70,160,10,10,0,0,0,70,110,110,0,0,0,110,270,290,20,0,0,10,20,20,0,0,0,0,10,2014
E01009213,LSOA,Birmingham 124E,10,60,140,140,0,0,90,30,10,10,0,0,0,20,120,130,10,0,0,60,120,150,30,0,0,0,20,30,10,0,0,0,20,2014
E01009155,LSOA,Birmingham 125B,70,0,0,0,0,0,80,0,0,0,0,0,10,140,210,260,50,0,0,20,20,30,10,0,0,0,0,0,0,0,0,0,0,2014
E01009157,LSOA,Birmingham 125D,60,10,0,0,0,0,90,0,0,0,0,0,0,160,240,270,30,0,0,20,30,40,10,0,0,0,0,0,0,0,0,0,10,2014
E01009160,LSOA,Birmingham 125E,10,0,0,0,0,0,140,130,100,100,0,10,0,50,120,130,10,0,0,10,80,80,0,10,0,0,0,0,0,0,0,0,80,2014
E01009161,LSOA,Birmingham 125F,40,0,0,0,0,0,40,0,0,0,0,0,0,130,160,180,20,0,0,10,80,90,10,0,0,0,50,50,0,0,0,0,90,2014
E01033633,LSOA,Birmingham 125G,80,0,0,0,0,0,100,30,0,0,0,0,0,230,360,430,70,0,0,60,120,160,40,0,0,0,20,70,50,0,0,0,0,2014
E01009117,LSOA,Birmingham 126A,10,50,0,0,0,0,120,50,70,70,0,0,0,110,150,180,30,0,0,50,100,140,40,0,0,10,10,20,10,0,0,0,0,2014
E01009210,LSOA,Birmingham 126B,0,20,0,0,0,0,110,110,40,40,0,0,0,60,180,180,0,0,0,40,150,160,10,0,0,0,70,90,20,0,0,0,0,2014
E01009212,LSOA,Birmingham 126C,30,10,0,0,0,0,120,40,40,50,10,0,0,80,140,150,10,0,0,150,140,150,10,0,0,0,10,10,0,0,0,0,0,2014
E01009214,LSOA,Birmingham 126D,40,0,0,0,0,0,190,70,10,10,0,0,0,50,170,190,20,0,0,130,110,120,10,0,0,0,0,0,0,0,0,0,0,2014
E01009215,LSOA,Birmingham 126E,40,0,0,0,0,0,190,430,0,0,0,0,0,20,150,170,20,0,0,70,60,60,0,0,0,0,10,10,0,0,0,0,0,2014
E01009108,LSOA,Birmingham 127A,0,20,0,0,0,0,0,10,10,10,0,0,10,20,50,50,0,0,0,0,220,230,10,0,0,10,70,130,60,0,0,0,0,2014
E01009111,LSOA,Birmingham 127B,0,0,0,0,0,0,50,20,40,40,0,0,0,0,30,30,0,0,0,30,380,390,10,0,0,0,20,30,10,0,0,0,0,2014
E01009112,LSOA,Birmingham 127C,0,0,0,0,0,0,70,20,0,0,0,0,0,10,280,280,0,0,0,20,170,210,40,0,0,0,20,50,30,0,0,0,0,2014
E01009116,LSOA,Birmingham 127D,0,10,0,0,0,0,30,70,0,0,0,0,0,20,40,40,0,0,0,0,60,100,40,0,0,0,150,300,150,0,0,0,10,2014
E01009118,LSOA,Birmingham 127E,10,0,0,0,0,0,90,10,0,0,0,0,0,110,280,310,30,0,0,0,90,90,0,0,0,0,20,30,10,0,0,0,10,2014
E01009107,LSOA,Birmingham 128A,20,0,0,0,0,0,150,220,50,50,0,0,0,110,130,150,20,0,0,30,90,110,20,0,0,0,10,10,0,0,0,0,10,2014
E01009110,LSOA,Birmingham 128B,40,0,0,0,0,0,60,10,50,50,0,0,0,60,170,190,20,0,40,60,100,110,10,0,0,0,20,20,0,0,0,0,20,2014
E01009113,LSOA,Birmingham 128C,60,0,0,0,0,0,100,50,0,0,0,0,0,80,270,310,40,0,0,10,40,50,10,0,0,0,0,0,0,0,0,0,10,2014
E01009114,LSOA,Birmingham 128D,50,0,0,0,0,0,80,0,0,0,0,0,0,180,200,240,40,0,0,10,110,120,10,0,0,0,10,20,10,0,0,0,0,2014
E01009115,LSOA,Birmingham 128E,50,0,0,0,0,0,70,0,0,0,0,0,0,130,200,220,20,0,0,30,60,70,10,0,0,0,30,50,20,0,0,0,10,2014
E01009158,LSOA,Birmingham 129A,10,20,0,0,0,0,10,60,0,0,0,0,20,140,300,340,40,0,10,20,140,170,30,0,0,0,20,30,10,0,0,0,10,2014
E01009163,LSOA,Birmingham 129B,20,20,0,0,0,0,80,60,20,20,0,0,0,70,210,220,10,0,0,80,140,190,50,0,0,0,10,50,40,0,0,0,0,2014
E01009165,LSOA,Birmingham 129C,10,10,0,0,0,0,150,40,80,80,0,0,20,50,130,140,10,0,0,70,60,60,0,0,0,0,20,20,0,0,0,0,20,2014
E01009169,LSOA,Birmingham 129D,20,0,0,0,0,0,0,10,10,10,0,0,0,110,120,120,0,0,0,50,350,360,10,0,0,0,10,10,0,0,0,0,10,2014
E01009159,LSOA,Birmingham 130A,0,0,0,0,0,0,110,120,10,10,0,0,0,60,80,90,10,0,0,20,140,160,20,0,0,0,70,290,220,10,0,0,0,2014
E01009164,LSOA,Birmingham 130B,40,0,0,0,0,0,40,10,40,40,0,0,10,60,130,140,10,0,0,50,240,250,10,0,0,0,20,30,10,0,0,0,0,2014
E01009167,LSOA,Birmingham 130C,0,0,0,0,0,0,0,40,60,60,0,0,0,10,130,130,0,0,0,120,250,250,0,0,0,0,0,0,0,0,0,0,0,2014
E01009171,LSOA,Birmingham 130D,30,0,0,0,0,0,60,40,40,40,0,0,0,30,80,80,0,0,0,220,160,170,10,0,0,0,30,50,20,0,0,0,10,2014
E01009166,LSOA,Birmingham 131A,10,10,0,0,0,0,10,90,20,20,0,0,0,10,70,70,0,0,0,60,280,280,0,0,0,0,0,0,0,0,0,0,0,2014
E01009168,LSOA,Birmingham 131B,0,10,0,0,0,0,0,0,0,0,0,0,0,100,230,230,0,0,0,50,200,210,10,0,0,0,20,30,10,0,0,0,0,2014
E01009170,LSOA,Birmingham 131C,0,10,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,0,0,120,250,250,0,0,0,0,10,10,0,0,0,0,0,2014
E01009216,LSOA,Birmingham 131D,10,30,10,10,0,0,40,60,70,70,0,0,0,50,150,150,0,0,0,90,260,260,0,0,0,0,20,70,50,0,0,0,0,2014
E01009217,LSOA,Birmingham 131E,0,0,0,0,0,0,10,10,0,0,0,0,0,0,360,360,0,0,0,0,230,240,10,0,0,0,0,0,0,0,0,0,0,2014
E01009039,LSOA,Birmingham 132A,0,10,10,10,0,0,0,20,0,0,0,0,0,10,20,20,0,0,0,20,430,460,30,0,0,0,100,110,10,0,0,0,0,2014
E01009040,LSOA,Birmingham 132B,0,10,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,380,420,40,10,0,0,120,160,40,0,0,0,10,2014
E01009041,LSOA,Birmingham 132C,0,20,0,0,0,0,20,10,0,0,0,0,0,10,20,20,0,0,0,20,520,530,10,0,0,0,20,20,0,0,0,0,0,2014
E01009042,LSOA,Birmingham 132D,0,10,0,0,0,0,10,0,0,0,0,0,0,0,170,170,0,0,0,0,330,340,10,0,0,0,20,20,0,0,0,0,0,2014
E01032589,LSOA,Birmingham 132E,0,0,0,0,0,0,70,100,0,0,0,0,0,10,50,50,0,0,0,0,240,270,30,0,0,0,60,100,40,0,0,0,10,2014
E01009262,LSOA,Birmingham 133A,0,10,10,10,0,0,20,20,0,0,0,0,0,10,30,40,10,0,0,10,220,240,20,0,0,10,50,120,70,20,0,0,40,2014
E01009267,LSOA,Birmingham 133B,30,0,0,0,0,0,70,40,0,0,0,0,0,0,10,10,0,0,0,0,260,280,20,0,0,0,100,150,50,0,0,0,0,2014
E01009276,LSOA,Birmingham 133C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,350,360,10,0,0,0,170,170,0,0,0,0,0,2014
E01009278,LSOA,Birmingham 133D,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,40,10,0,0,0,300,320,20,0,0,0,130,170,40,0,0,0,0,2014
E01009279,LSOA,Birmingham 133E,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,250,270,20,0,0,0,130,180,50,0,0,0,0,2014
E01032591,LSOA,Birmingham 133F,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,230,20,0,0,0,190,250,60,0,0,0,0,2014
E01008995,LSOA,Birmingham 134A,0,10,0,0,0,0,230,370,100,220,120,0,0,40,60,130,70,0,0,20,40,60,20,0,0,0,10,20,10,0,0,0,30,2014
E01033557,LSOA,Birmingham 134B,0,0,0,0,0,0,620,460,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2014
E01033624,LSOA,Birmingham 134C,20,0,0,0,0,0,220,340,10,10,0,0,0,10,60,70,10,0,0,20,60,80,20,0,0,0,0,0,0,0,0,0,20,2014
E01033622,LSOA,Birmingham 138B,0,0,0,0,0,0,390,480,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2014
E01033623,LSOA,Birmingham 138C,0,0,0,0,0,0,830,280,10,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2014
E01033625,LSOA,Birmingham 138D,0,0,0,0,0,0,590,560,40,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2014
E01009325,LSOA,Birmingham 063A,0,0,0,0,0,0,20,10,0,0,0,0,0,50,0,280,0,0,0,10,120,140,20,0,0,0,0,0,0,0,0,0,0,2011
E01009342,LSOA,Birmingham 063D,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,140,0,0,0,20,210,220,10,0,0,0,10,20,10,0,0,0,10,2011
E01009343,LSOA,Birmingham 063E,0,0,0,0,0,0,40,40,0,10,0,0,0,130,0,270,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,10,2011
E01008986,LSOA,Birmingham 064A,0,0,0,0,0,0,350,120,0,40,0,40,0,0,0,30,0,0,0,0,50,90,40,0,0,0,20,50,30,10,0,0,70,2011
E01008987,LSOA,Birmingham 064B,0,0,0,0,0,0,140,30,0,0,0,10,0,90,0,310,0,10,0,0,0,20,20,0,0,0,0,10,10,0,0,0,10,2011
E01008988,LSOA,Birmingham 064C,0,0,0,0,0,0,420,180,0,50,0,40,0,30,0,90,0,10,0,20,10,70,60,0,0,0,10,50,40,10,0,0,60,2011
E01008989,LSOA,Birmingham 064D,0,0,0,0,0,0,330,330,0,70,0,0,0,0,0,10,0,0,0,0,10,30,20,10,0,0,10,50,40,0,0,0,30,2011
E01008990,LSOA,Birmingham 064E,0,0,0,10,0,0,10,230,0,40,0,0,0,0,0,20,0,0,0,0,0,10,10,0,0,10,40,160,120,0,0,0,10,2011
E01008991,LSOA,Birmingham 064F,0,0,0,10,0,0,10,80,0,30,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,60,390,330,0,0,0,10,2011
E01009341,LSOA,Birmingham 066E,0,0,0,0,0,0,100,210,0,50,0,10,0,0,0,80,0,0,0,0,80,90,10,0,0,0,10,10,0,0,0,0,10,2011
E01009513,LSOA,Birmingham 066F,0,0,0,0,0,0,100,30,0,10,0,0,0,20,0,390,0,0,0,0,110,120,10,0,0,0,0,0,0,0,0,0,0,2011
E01008881,LSOA,Birmingham 067A,0,0,0,0,0,0,60,40,0,50,0,0,0,10,0,230,0,0,0,0,210,210,0,0,0,0,10,10,0,0,0,0,10,2011
E01008897,LSOA,Birmingham 067B,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,330,0,0,0,0,210,210,0,0,0,0,0,0,0,0,0,0,0,2011
E01009515,LSOA,Birmingham 067C,30,10,0,10,0,0,70,100,0,0,0,0,0,30,0,70,0,0,0,0,230,280,50,0,0,10,30,60,30,0,0,0,20,2011
E01009518,LSOA,Birmingham 067D,0,10,0,0,0,0,90,120,0,30,0,0,0,20,0,30,0,10,0,0,310,330,20,0,0,0,50,70,20,0,0,0,0,2011
E01009521,LSOA,Birmingham 067E,0,0,0,0,0,0,40,20,0,0,0,0,0,70,0,60,0,0,0,30,380,390,10,0,0,0,10,30,20,0,0,0,0,2011
E01008995,LSOA,Birmingham 068A,0,0,0,0,0,0,230,240,0,220,0,0,0,10,0,90,0,0,0,20,30,50,20,0,0,0,10,20,10,0,0,0,30,2011
E01009378,LSOA,Birmingham 068D,0,0,0,0,0,0,360,480,0,30,0,0,0,10,0,100,0,0,0,0,10,60,50,0,0,0,0,10,10,0,0,0,40,2011
E01009302,LSOA,Birmingham 069A,0,10,0,20,0,0,30,50,0,40,0,0,0,20,0,90,0,0,0,20,340,350,10,0,0,0,30,30,0,0,0,0,0,2011
E01009314,LSOA,Birmingham 069B,0,0,0,0,0,0,40,50,0,10,0,0,0,30,0,40,0,0,0,170,330,330,0,0,0,0,10,10,0,0,0,0,10,2011
E01009321,LSOA,Birmingham 069C,50,30,0,0,0,0,60,40,0,40,0,0,0,230,0,140,0,0,0,100,80,80,0,0,0,0,0,0,0,0,0,0,0,2011
E01009322,LSOA,Birmingham 069D,30,10,0,0,0,0,110,40,0,0,0,0,0,150,0,190,0,0,0,30,40,60,20,0,0,0,0,0,0,0,0,0,0,2011
E01009323,LSOA,Birmingham 069E,40,20,0,10,0,0,10,10,0,20,0,0,0,70,0,130,0,0,0,30,190,250,60,0,0,0,0,0,0,0,0,0,0,2011
E01009329,LSOA,Birmingham 070A,0,0,0,0,0,0,90,40,0,40,0,10,0,120,0,370,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
E01009334,LSOA,Birmingham 070B,0,0,0,0,0,0,30,30,0,10,0,0,0,20,0,320,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2011
E01009337,LSOA,Birmingham 070C,0,0,0,0,0,0,40,20,0,0,0,0,0,60,0,370,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2011
E01009338,LSOA,Birmingham 070D,0,10,0,0,0,0,20,10,0,10,0,0,0,70,0,290,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,0,2011
E01009380,LSOA,Birmingham 070E,0,0,0,0,0,0,50,20,0,10,0,0,0,90,0,300,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,0,2011
E01009362,LSOA,Birmingham 071A,10,10,0,0,0,0,180,130,0,40,0,0,0,10,0,90,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,0,2011
E01009363,LSOA,Birmingham 071B,10,10,0,0,0,0,150,40,0,0,0,0,10,120,0,220,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2011
E01009364,LSOA,Birmingham 071C,0,0,0,0,0,0,120,150,0,100,0,0,0,0,0,90,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,2011
E01009365,LSOA,Birmingham 071D,0,0,0,0,0,0,150,60,0,20,0,0,0,30,0,230,0,0,0,10,20,40,20,0,0,0,0,0,0,0,0,0,30,2011
E01009379,LSOA,Birmingham 071E,10,10,0,0,0,0,200,90,0,30,0,20,0,40,0,220,0,0,0,20,20,30,10,0,0,0,0,0,0,0,0,0,40,2011
E01009312,LSOA,Birmingham 072A,10,0,0,0,0,0,30,20,0,10,0,0,0,0,0,0,0,0,0,20,350,350,0,0,0,0,130,170,40,0,0,0,0,2011
E01009324,LSOA,Birmingham 072B,0,80,0,110,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0,20,410,420,10,0,0,0,20,20,0,0,0,0,0,2011
E01009519,LSOA,Birmingham 072C,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,160,400,410,10,0,0,0,20,20,0,0,0,0,0,2011
E01009520,LSOA,Birmingham 072D,0,10,0,0,0,0,100,30,0,0,0,0,0,0,0,0,0,0,0,80,440,460,20,0,0,0,30,40,10,0,0,0,10,2011
E01009066,LSOA,Birmingham 073A,0,10,0,10,0,0,120,50,0,0,0,0,0,0,0,0,0,0,0,0,30,80,50,10,0,0,70,310,240,30,0,0,0,2011
E01009070,LSOA,Birmingham 073B,0,10,0,0,0,0,90,50,0,0,0,0,0,40,0,50,0,0,0,20,350,370,20,0,0,0,50,70,20,0,0,0,10,2011
E01009252,LSOA,Birmingham 073C,0,10,0,0,0,0,20,10,0,10,0,0,0,120,0,240,0,0,0,20,60,100,40,0,0,0,30,120,90,0,0,0,0,2011
E01009260,LSOA,Birmingham 073D,0,20,0,20,0,0,10,100,0,10,0,0,0,0,0,90,0,0,0,0,90,110,20,0,0,10,80,280,200,0,0,0,30,2011
E01009261,LSOA,Birmingham 073E,0,0,0,20,0,0,10,10,0,0,0,0,0,50,0,90,0,0,0,0,410,430,20,0,0,0,40,60,20,0,0,0,0,2011
E01009348,LSOA,Birmingham 047A,0,0,0,0,0,0,90,60,0,0,0,0,0,170,0,470,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,10,10,2011
E01009358,LSOA,Birmingham 047B,0,0,0,0,0,0,160,80,0,40,0,10,0,80,0,280,0,0,0,10,40,80,40,0,0,0,0,10,10,0,0,0,0,2011
E01009359,LSOA,Birmingham 047C,0,0,0,0,0,0,40,10,0,10,0,0,0,220,0,370,0,0,0,10,50,60,10,0,0,0,0,0,0,0,0,0,20,2011
E01009360,LSOA,Birmingham 047D,0,10,0,0,0,0,100,80,0,10,0,0,10,250,0,360,0,0,0,30,50,60,10,0,0,0,0,0,0,0,0,0,10,2011
E01009361,LSOA,Birmingham 047E,10,0,0,0,0,0,70,10,0,10,0,0,0,230,0,490,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2011
E01009478,LSOA,Birmingham 048A,0,0,0,0,0,0,60,100,0,70,0,0,0,40,0,170,0,0,0,40,130,150,20,0,0,0,0,0,0,0,0,0,50,2011
E01009479,LSOA,Birmingham 048B,10,0,0,0,0,0,70,0,0,0,0,0,10,70,0,310,0,0,0,10,120,140,20,0,0,0,0,0,0,0,0,0,10,2011
E01009482,LSOA,Birmingham 048C,0,0,0,0,0,0,50,70,0,40,0,0,0,60,0,240,0,0,0,10,20,40,20,0,0,0,0,0,0,0,0,0,0,2011
E01009484,LSOA,Birmingham 048D,10,0,0,0,0,0,120,30,0,60,0,0,10,70,0,160,0,0,0,10,20,30,10,0,0,0,0,0,0,0,0,0,0,2011
E01009485,LSOA,Birmingham 048E,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,240,0,0,0,50,170,170,0,0,0,0,10,10,0,0,0,0,20,2011
E01008906,LSOA,Birmingham 049A,10,0,0,0,0,0,30,0,0,10,0,0,0,210,0,210,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,2011
E01008911,LSOA,Birmingham 049B,10,0,0,0,0,0,50,240,0,80,0,0,0,20,0,130,0,0,0,10,20,40,20,0,0,0,0,0,0,0,0,0,10,2011
E01009347,LSOA,Birmingham 049D,10,0,0,0,0,0,180,150,0,10,0,0,10,70,0,320,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2011
E01008910,LSOA,Birmingham 050A,10,0,0,0,0,0,240,90,0,0,0,0,0,90,0,220,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
E01008913,LSOA,Birmingham 050B,20,0,0,0,0,0,210,170,0,50,0,0,0,30,0,210,0,0,0,10,10,20,10,0,0,0,0,0,0,0,0,0,0,2011
E01008914,LSOA,Birmingham 050C,0,0,0,0,0,0,260,400,0,270,0,0,0,0,0,40,0,0,0,10,20,20,0,0,0,0,0,0,0,0,0,0,10,2011
E01009483,LSOA,Birmingham 051B,0,0,0,0,0,0,30,40,0,0,0,0,0,130,0,290,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,10,2011
E01009488,LSOA,Birmingham 051C,0,0,0,0,0,0,100,30,0,0,0,0,0,50,0,340,0,0,0,20,200,210,10,0,0,0,10,10,0,0,0,0,0,2011
E01009489,LSOA,Birmingham 051D,0,0,0,0,0,0,20,20,0,10,0,0,0,130,0,270,0,0,0,20,40,50,10,0,0,0,0,0,0,0,0,0,10,2011
E01009491,LSOA,Birmingham 051E,0,0,0,0,0,0,30,40,0,0,0,0,0,40,0,360,0,0,0,10,20,20,0,0,0,0,0,0,0,0,0,0,10,2011
E01009192,LSOA,Birmingham 052B,0,0,0,0,0,0,10,0,0,10,0,0,0,70,0,450,0,0,0,0,30,70,40,0,0,0,0,0,0,0,0,0,10,2011
E01009199,LSOA,Birmingham 052D,0,10,0,0,0,0,110,180,0,0,0,20,0,20,0,40,0,10,0,10,90,110,20,20,0,0,10,20,10,0,0,0,10,2011
E01009204,LSOA,Birmingham 052E,10,0,0,0,0,0,170,160,0,160,0,0,10,20,0,90,0,0,0,40,30,40,10,0,0,0,0,0,0,0,0,0,30,2011
E01009151,LSOA,Birmingham 053A,0,0,0,0,0,0,0,10,0,10,0,0,0,190,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
