Code,GEOG,Name,Pre_1900,1900_1918,1919_1929,1930_1939,1945_1954,1955_1964,1965_1972,1973_1982,1983_1992,1993_1999,2000_2009,2010_Present,UNKNOWN,Year
E01009353,LSOA,Birmingham 039D,460,40,0,0,0,0,0,0,0,0,0,0,0,2014
E01009486,LSOA,Birmingham 044E,90,430,10,20,0,10,50,0,0,10,0,0,20,2014
E01009358,LSOA,Birmingham 047B,340,220,50,0,0,10,30,30,10,0,60,10,0,2014
E01009311,LSOA,Birmingham 054E,0,10,20,500,20,0,50,0,0,0,0,0,0,2014
E01009511,LSOA,Birmingham 054F,0,10,10,420,30,10,0,0,10,0,10,0,0,2014
E01009509,LSOA,Birmingham 056D,210,110,140,90,0,0,60,10,10,0,20,0,0,2014
E01008987,LSOA,Birmingham 064B,350,10,0,0,0,0,70,110,70,0,10,30,10,2014
E01008997,LSOA,Birmingham 074D,100,30,20,180,10,0,230,40,10,0,0,0,0,2014
E01009250,LSOA,Birmingham 080B,40,50,20,60,60,30,360,10,40,40,20,0,10,2014
E01009373,LSOA,Birmingham 082B,280,180,0,0,0,10,0,0,0,0,0,0,10,2014
E01008890,LSOA,Birmingham 089A,120,50,40,170,0,0,30,40,30,210,0,0,0,2014
E01009292,LSOA,Birmingham 099B,0,10,30,480,0,30,130,0,0,0,0,0,0,2014
E01009495,LSOA,Birmingham 106E,0,0,0,0,160,200,50,0,0,100,0,0,0,2014
E01008942,LSOA,Birmingham 117A,0,0,100,310,60,130,10,20,0,0,20,30,0,2014
E01008969,LSOA,Birmingham 117C,0,220,300,100,0,0,0,0,50,0,0,0,20,2014
E01009207,LSOA,Birmingham 124B,0,0,0,520,0,10,0,90,0,0,60,0,0,2014
E01009157,LSOA,Birmingham 125D,0,0,0,0,0,0,0,630,10,0,0,0,10,2014
E01009039,LSOA,Birmingham 132A,0,0,220,230,30,10,30,90,30,0,10,0,0,2014
E01008990,LSOA,Birmingham 064E,50,0,10,30,0,120,200,50,10,10,10,0,10,2014
E01009283,LSOA,Birmingham 079E,100,300,20,10,0,10,50,0,50,20,80,0,0,2014
E01009257,LSOA,Birmingham 080F,0,0,10,130,390,0,30,60,0,0,0,0,0,2014
E01009029,LSOA,Birmingham 090E,40,90,320,30,0,40,10,10,0,0,10,0,0,2014
E01009016,LSOA,Birmingham 098A,20,10,420,20,20,260,0,0,0,0,0,0,10,2014
E01008928,LSOA,Birmingham 102E,0,0,10,0,140,30,0,300,140,0,30,0,40,2014
E01008963,LSOA,Birmingham 107B,10,20,480,0,0,0,0,80,0,0,0,10,0,2014
E01008962,LSOA,Birmingham 116D,10,10,20,10,220,210,210,70,10,20,50,30,0,2014
E01009161,LSOA,Birmingham 125F,0,0,0,0,0,0,0,530,0,0,0,0,90,2014
E01009041,LSOA,Birmingham 132C,10,20,60,450,80,10,0,10,0,0,0,0,0,2014
E01009340,LSOA,Birmingham 140B,30,730,120,0,0,0,0,0,0,0,60,0,20,2014
E01008916,LSOA,Birmingham 037E,130,260,0,10,10,10,10,0,50,10,10,0,10,2014
E01033635,LSOA,Birmingham 039H,200,510,50,110,10,10,0,10,0,90,0,0,10,2014
E01009437,LSOA,Birmingham 006C,10,10,70,20,10,140,70,80,50,90,250,0,0,2014
E01009226,LSOA,Birmingham 017A,0,0,10,520,40,30,40,0,0,0,30,0,0,2014
E01009005,LSOA,Birmingham 025A,0,10,20,80,10,310,100,40,0,30,60,0,0,2014
E01009410,LSOA,Birmingham 026D,120,90,140,270,20,0,10,30,60,60,30,20,40,2014
E01009013,LSOA,Birmingham 031D,240,300,80,60,0,60,20,10,20,60,90,10,20,2014
E01009310,LSOA,Birmingham 046D,0,0,0,30,510,60,120,0,0,80,30,0,0,2014
E01009092,LSOA,Birmingham 054A,0,0,0,420,0,0,0,70,10,10,110,20,0,2014
E01009475,LSOA,Birmingham 055A,0,30,550,20,0,0,0,0,0,0,0,0,0,2014
E01009220,LSOA,Birmingham 008A,0,0,220,290,30,0,60,10,0,0,20,0,0,2014
E01009470,LSOA,Birmingham 010C,0,0,0,220,120,160,40,0,0,0,0,0,0,2014
E01009236,LSOA,Birmingham 019B,0,0,20,460,0,30,60,0,0,0,40,0,0,2014
E01009264,LSOA,Birmingham 032D,30,40,10,0,20,20,370,80,20,10,0,0,20,2014
E01009051,LSOA,Birmingham 033A,120,240,90,0,0,10,20,0,0,0,10,0,40,2014
E01009510,LSOA,Birmingham 056E,0,30,100,10,30,20,370,110,40,0,0,0,0,2014
E01008897,LSOA,Birmingham 067B,0,20,430,0,0,10,0,130,10,0,0,0,0,2014
E01009313,LSOA,Birmingham 076D,0,0,10,440,170,30,0,0,0,0,0,0,0,2014
E01033631,LSOA,Birmingham 079F,70,20,70,40,0,140,130,130,20,20,410,20,260,2014
E01009315,LSOA,Birmingham 081A,10,0,10,220,80,210,100,130,40,0,10,0,10,2014
E01009319,LSOA,Birmingham 081E,0,0,0,580,0,60,0,0,10,0,0,0,0,2014
E01009502,LSOA,Birmingham 101C,0,0,500,10,0,0,0,10,90,30,0,0,0,2014
E01008930,LSOA,Birmingham 106D,10,0,0,0,30,80,10,190,0,20,250,130,0,2014
E01008964,LSOA,Birmingham 107C,0,0,430,110,0,0,0,0,100,10,0,0,0,2014
E01009497,LSOA,Birmingham 109C,10,0,50,90,80,90,40,30,100,190,70,0,0,2014
E01008972,LSOA,Birmingham 118A,0,0,80,90,150,10,280,0,20,20,130,0,0,2014
E01009111,LSOA,Birmingham 127B,0,0,0,260,100,140,50,0,0,0,0,40,0,2014
E01009332,LSOA,Birmingham 139E,230,10,10,20,10,30,20,90,130,10,0,0,20,2014
E01009433,LSOA,Birmingham 001D,0,0,0,0,30,10,20,240,400,10,70,0,0,2014
E01009451,LSOA,Birmingham 009B,50,220,30,180,10,10,20,90,60,0,20,10,0,2014
E01009128,LSOA,Birmingham 011B,0,0,260,290,0,0,0,0,0,0,0,0,0,2014
E01009434,LSOA,Birmingham 012A,0,10,30,10,10,10,60,80,30,390,30,0,0,2014
E01009125,LSOA,Birmingham 022C,0,0,450,180,0,0,50,0,0,20,0,0,0,2014
E01009401,LSOA,Birmingham 031F,90,150,190,30,0,0,40,40,50,0,20,0,10,2014
E01009056,LSOA,Birmingham 032B,180,70,30,110,0,0,90,70,30,20,120,0,30,2014
E01009061,LSOA,Birmingham 033E,350,80,0,0,0,0,20,10,0,0,0,0,10,2014
E01009050,LSOA,Birmingham 035A,310,70,10,120,20,10,20,60,0,40,0,0,40,2014
E01009079,LSOA,Birmingham 038A,0,0,0,0,0,40,700,0,0,0,0,0,0,2014
E01009481,LSOA,Birmingham 044D,0,280,310,50,0,0,20,0,20,10,10,0,0,2014
E01033617,LSOA,Birmingham 050F,30,30,20,0,0,0,130,170,40,0,510,360,0,2014
E01033644,LSOA,Birmingham 052F,450,160,0,0,30,10,0,40,60,50,0,0,40,2014
E01009323,LSOA,Birmingham 069E,0,0,0,60,410,40,10,0,10,0,40,30,0,2014
E01008888,LSOA,Birmingham 076C,0,0,0,580,10,0,50,0,0,0,0,0,0,2014
E01009399,LSOA,Birmingham 083E,400,0,0,0,10,0,0,0,10,0,0,0,10,2014
E01008892,LSOA,Birmingham 089C,20,320,0,0,0,0,0,0,0,190,0,0,10,2014
E01009064,LSOA,Birmingham 095B,0,0,140,350,0,0,90,0,0,0,0,0,10,2014
E01009296,LSOA,Birmingham 100E,400,160,10,10,0,0,10,10,10,0,0,0,10,2014
E01009020,LSOA,Birmingham 103B,0,0,520,40,0,0,0,0,0,0,10,0,0,2014
E01009178,LSOA,Birmingham 104C,440,170,10,10,10,0,20,0,40,0,20,0,20,2014
E01008978,LSOA,Birmingham 121B,0,0,10,0,0,20,690,40,0,0,0,0,50,2014
E01009165,LSOA,Birmingham 129C,0,0,40,40,40,170,0,40,100,220,0,0,20,2014
E01009166,LSOA,Birmingham 131A,0,0,0,280,70,90,40,0,0,30,50,0,0,2014
E01009278,LSOA,Birmingham 133D,0,0,0,400,40,80,10,10,0,0,10,0,0,2014
E01033564,LSOA,Birmingham 136C,0,0,0,10,0,30,0,10,20,0,710,20,10,2014
E01009391,LSOA,Birmingham 140D,420,110,0,0,10,0,0,0,0,0,0,0,20,2014
E01009446,LSOA,Birmingham 005B,0,10,90,80,20,120,120,60,150,90,270,20,0,2014
E01009432,LSOA,Birmingham 006A,10,20,60,30,40,330,140,0,0,0,20,0,0,2014
E01009243,LSOA,Birmingham 016B,0,0,0,310,270,20,20,20,0,0,0,20,0,2014
E01009104,LSOA,Birmingham 028E,0,0,590,30,0,10,0,0,10,0,0,0,0,2014
E01009413,LSOA,Birmingham 030D,180,260,0,160,0,10,50,20,30,0,0,0,10,2014
E01008905,LSOA,Birmingham 040A,420,0,0,0,0,0,0,0,20,0,20,10,10,2014
E01009086,LSOA,Birmingham 044B,0,0,30,370,0,50,70,0,90,0,0,0,0,2014
E01009477,LSOA,Birmingham 055C,10,20,440,90,0,0,0,20,0,10,0,0,0,2014
E01009514,LSOA,Birmingham 062B,0,0,70,230,80,100,50,0,10,0,90,0,0,2014
E01009325,LSOA,Birmingham 063A,0,60,280,110,0,0,10,0,0,60,0,0,0,2014
E01009065,LSOA,Birmingham 075A,130,180,100,60,0,40,60,20,0,10,70,20,10,2014
E01009069,LSOA,Birmingham 075D,470,50,0,10,0,0,50,110,70,60,50,0,10,2014
E01033645,LSOA,Birmingham 088E,700,70,10,0,30,0,30,0,30,10,30,0,20,2014
E01009188,LSOA,Birmingham 092D,370,40,10,70,20,30,20,90,10,0,0,10,10,2014
E01009043,LSOA,Birmingham 097B,20,320,210,10,10,10,0,0,0,0,60,0,10,2014
E01008965,LSOA,Birmingham 107D,0,210,70,210,0,50,30,0,0,10,10,0,0,2014
E01009034,LSOA,Birmingham 108B,0,40,230,240,0,0,0,0,10,0,0,40,10,2014
E01008936,LSOA,Birmingham 111C,0,0,60,140,220,230,10,0,0,0,0,0,0,2014
E01008938,LSOA,Birmingham 111D,0,0,590,0,0,0,0,0,0,0,0,0,0,2014
E01008954,LSOA,Birmingham 113B,20,20,210,60,60,70,20,20,0,70,10,30,20,2014
E01008958,LSOA,Birmingham 113C,10,0,60,60,20,0,180,380,20,30,0,0,30,2014
E01009171,LSOA,Birmingham 130D,10,0,10,120,440,70,50,0,0,20,10,0,10,2014
E01009267,LSOA,Birmingham 133B,0,0,0,80,110,130,170,50,0,40,0,0,0,2014
E01008888,LSOA,Birmingham 076C,0,0,0,580,10,0,50,0,0,0,0,0,0,2018
E01008889,LSOA,Birmingham 078D,160,260,10,90,20,10,30,50,30,0,0,10,10,2018
E01008890,LSOA,Birmingham 089A,120,50,40,170,10,0,30,40,30,210,0,40,10,2018
E01008898,LSOA,Birmingham 066C,0,0,430,10,0,10,110,0,0,0,0,0,0,2018
E01008901,LSOA,Birmingham 037C,110,30,0,0,0,0,60,310,80,0,30,30,10,2018
E01008905,LSOA,Birmingham 040A,420,0,0,0,0,0,0,0,20,0,20,20,10,2018
E01008911,LSOA,Birmingham 049B,0,0,0,0,0,110,400,0,0,50,0,0,10,2018
E01008917,LSOA,Birmingham 102A,0,0,10,20,60,20,20,100,210,70,10,10,0,2018
E01008921,LSOA,Birmingham 094C,10,10,0,30,0,0,90,320,130,10,20,20,10,2018
E01008927,LSOA,Birmingham 102D,0,0,0,0,160,70,10,400,0,0,0,0,30,2018
E01008931,LSOA,Birmingham 094D,0,0,0,0,0,0,490,160,0,0,0,0,0,2018
E01008935,LSOA,Birmingham 111B,0,0,350,30,20,170,20,0,0,20,50,20,40,2018
E01008937,LSOA,Birmingham 115A,0,0,250,170,20,0,80,30,40,0,0,0,20,2018
E01008942,LSOA,Birmingham 117A,0,0,100,310,60,130,10,20,0,0,20,40,0,2018
E01008955,LSOA,Birmingham 112C,250,230,0,50,0,10,0,0,130,0,0,90,20,2018
E01008963,LSOA,Birmingham 107B,10,20,480,0,0,0,0,80,0,0,0,10,0,2018
E01008973,LSOA,Birmingham 118B,0,0,10,240,300,110,70,0,0,10,130,20,0,2018
E01008979,LSOA,Birmingham 121C,0,0,0,20,0,80,230,430,10,0,0,10,0,2018
E01008980,LSOA,Birmingham 121D,0,0,0,0,0,60,410,180,50,0,0,0,0,2018
E01008991,LSOA,Birmingham 064F,30,10,10,10,0,110,310,90,20,0,0,0,10,2018
E01008995,LSOA,Birmingham 134A,10,0,0,0,0,60,310,60,70,30,340,190,40,2018
E01008996,LSOA,Birmingham 074C,10,0,0,0,10,20,140,300,30,70,60,20,0,2018
E01008997,LSOA,Birmingham 074D,100,30,10,180,10,0,230,40,10,0,0,0,0,2018
E01009016,LSOA,Birmingham 098A,20,10,430,20,20,260,0,0,0,0,0,0,10,2018
E01009019,LSOA,Birmingham 103A,0,0,380,240,0,0,0,0,0,0,0,0,0,2018
E01009023,LSOA,Birmingham 098C,0,0,0,500,0,70,0,0,0,0,0,0,10,2018
E01009041,LSOA,Birmingham 132C,10,20,60,450,80,10,0,10,0,0,0,0,0,2018
E01009045,LSOA,Birmingham 097D,20,100,160,110,30,50,40,10,30,70,0,50,20,2018
E01009049,LSOA,Birmingham 032A,40,100,20,110,130,50,30,20,40,10,0,0,30,2018
E01009051,LSOA,Birmingham 033A,120,240,90,0,0,10,20,0,0,0,10,50,40,2018
E01009058,LSOA,Birmingham 033D,50,370,60,10,0,0,40,0,0,0,0,0,0,2018
E01009062,LSOA,Birmingham 040E,380,20,0,0,40,0,0,20,50,0,0,0,20,2018
E01009092,LSOA,Birmingham 054A,0,0,0,420,0,0,0,70,10,10,110,20,0,2018
E01009093,LSOA,Birmingham 054B,0,10,10,600,0,0,0,0,40,0,30,0,0,2018
E01009102,LSOA,Birmingham 028D,10,10,500,70,0,10,10,0,0,60,0,0,0,2018
E01009107,LSOA,Birmingham 128A,0,0,0,50,40,100,210,360,10,0,10,50,10,2018
E01009116,LSOA,Birmingham 127D,30,40,50,130,40,120,80,10,40,0,0,30,10,2018
E01009128,LSOA,Birmingham 011B,0,0,260,290,0,0,0,0,0,0,0,0,0,2018
E01009130,LSOA,Birmingham 011C,0,0,300,140,0,0,60,50,0,70,0,0,0,2018
E01009134,LSOA,Birmingham 011F,0,0,350,250,0,0,40,0,10,0,0,0,20,2018
E01009137,LSOA,Birmingham 011G,0,0,430,150,0,0,10,0,0,0,0,0,10,2018
E01009138,LSOA,Birmingham 060A,80,310,90,50,0,20,0,0,0,0,10,120,10,2018
E01009139,LSOA,Birmingham 060B,50,350,130,10,0,20,10,0,0,0,0,0,0,2018
E01009143,LSOA,Birmingham 136A,30,20,0,0,0,140,430,40,0,0,0,50,10,2018
E01009147,LSOA,Birmingham 060E,250,180,60,20,0,10,0,0,20,0,70,0,20,2018
E01009152,LSOA,Birmingham 053B,510,30,0,10,0,0,0,0,0,0,0,0,60,2018
E01009171,LSOA,Birmingham 130D,10,0,10,120,430,70,50,0,0,20,10,0,10,2018
E01009172,LSOA,Birmingham 119A,0,0,480,10,0,0,0,10,30,10,10,10,0,2018
E01009176,LSOA,Birmingham 105E,40,50,90,30,0,50,290,80,30,0,30,0,20,2018
E01009199,LSOA,Birmingham 052D,20,10,60,0,0,10,0,30,50,320,40,0,20,2018
E01009202,LSOA,Birmingham 043B,210,20,10,20,30,0,0,220,50,10,40,30,30,2018
E01009209,LSOA,Birmingham 124D,70,110,110,100,100,150,40,0,0,0,200,0,10,2018
E01009210,LSOA,Birmingham 126B,60,30,70,40,140,80,110,10,120,70,90,50,10,2018
E01009212,LSOA,Birmingham 126C,30,0,40,60,380,170,70,10,10,10,10,0,0,2018
E01009216,LSOA,Birmingham 131D,20,10,40,190,180,90,150,0,20,10,160,0,0,2018
E01009224,LSOA,Birmingham 008C,0,0,0,130,380,120,0,0,0,0,0,0,0,2018
E01009227,LSOA,Birmingham 013C,0,0,40,390,60,70,0,10,110,0,20,0,0,2018
E01009229,LSOA,Birmingham 017B,0,0,50,450,10,150,0,0,0,0,0,0,0,2018
E01009231,LSOA,Birmingham 017D,0,0,60,650,0,0,20,0,70,0,0,0,10,2018
E01009237,LSOA,Birmingham 024A,0,0,0,320,20,30,210,40,0,0,0,0,0,2018
E01009240,LSOA,Birmingham 024C,0,0,0,580,0,0,0,0,50,0,0,0,0,2018
E01009241,LSOA,Birmingham 024D,0,0,10,620,0,0,0,0,0,0,0,0,0,2018
E01009242,LSOA,Birmingham 024E,0,0,30,570,0,0,0,0,20,0,10,0,0,2018
E01009243,LSOA,Birmingham 016B,0,0,0,310,270,20,20,20,0,0,0,30,0,2018
E01009247,LSOA,Birmingham 016E,0,0,0,590,0,10,0,0,0,0,0,0,0,2018
E01009264,LSOA,Birmingham 032D,30,40,10,0,20,20,370,80,20,10,0,20,20,2018
E01009265,LSOA,Birmingham 032E,190,140,20,50,10,140,10,20,10,20,10,0,10,2018
E01009273,LSOA,Birmingham 034E,210,50,120,120,10,0,0,10,20,10,0,10,0,2018
E01009283,LSOA,Birmingham 079E,100,300,20,10,0,10,50,0,50,20,80,0,10,2018
E01009284,LSOA,Birmingham 096A,210,160,30,30,0,90,90,0,50,0,10,630,0,2018
E01009290,LSOA,Birmingham 096F,10,440,0,0,0,0,10,10,10,0,0,10,0,2018
E01009291,LSOA,Birmingham 095D,0,0,0,630,0,0,0,0,0,0,0,0,0,2018
E01009297,LSOA,Birmingham 057A,10,0,0,0,180,150,60,310,0,0,30,0,0,2018
E01009307,LSOA,Birmingham 045D,0,20,0,0,550,20,20,90,30,30,20,0,0,2018
E01009309,LSOA,Birmingham 045E,0,0,0,0,330,0,30,300,10,0,0,150,0,2018
E01009313,LSOA,Birmingham 076D,0,0,10,440,170,30,0,0,0,0,0,0,0,2018
E01009323,LSOA,Birmingham 069E,0,0,0,60,410,40,10,0,10,0,40,100,0,2018
E01009337,LSOA,Birmingham 070C,380,110,0,0,0,0,0,0,20,0,0,0,0,2018
E01009338,LSOA,Birmingham 070D,360,20,0,0,0,0,0,0,40,0,0,0,0,2018
E01009339,LSOA,Birmingham 140A,210,0,10,40,110,20,10,30,10,10,20,0,10,2018
E01009358,LSOA,Birmingham 047B,340,220,60,0,0,10,30,30,10,0,60,10,10,2018
E01009360,LSOA,Birmingham 047D,250,10,0,40,0,0,0,230,200,0,190,90,10,2018
E01009362,LSOA,Birmingham 071A,40,0,0,0,0,50,340,10,0,20,40,0,10,2018
E01009366,LSOA,Birmingham 084A,70,30,0,0,0,0,130,210,60,0,0,0,30,2018
E01009373,LSOA,Birmingham 082B,280,180,0,0,0,10,0,0,0,0,0,0,10,2018
E01009380,LSOA,Birmingham 070E,410,0,0,0,0,0,0,0,70,0,0,0,0,2018
E01009383,LSOA,Birmingham 083D,270,80,0,0,10,0,20,10,20,20,0,0,10,2018
E01009390,LSOA,Birmingham 093C,330,120,40,20,0,10,50,0,0,10,10,0,50,2018
E01009396,LSOA,Birmingham 082D,530,10,0,0,10,0,10,0,0,0,10,0,10,2018
E01009397,LSOA,Birmingham 077E,240,40,0,0,0,60,10,0,40,60,0,0,30,2018
E01009399,LSOA,Birmingham 083E,400,0,0,0,10,0,0,0,10,0,0,0,10,2018
E01009401,LSOA,Birmingham 031F,100,150,190,30,0,0,40,40,50,0,20,0,10,2018
E01009406,LSOA,Birmingham 020D,10,20,180,180,0,40,140,90,60,10,50,10,10,2018
E01009415,LSOA,Birmingham 002A,0,20,30,50,40,300,130,10,60,10,50,10,0,2018
E01009417,LSOA,Birmingham 001A,10,10,30,70,140,180,90,0,80,0,10,30,0,2018
E01009424,LSOA,Birmingham 004B,30,320,20,40,0,140,10,70,60,10,40,10,0,2018
E01009426,LSOA,Birmingham 003C,0,0,10,30,20,410,150,0,0,0,10,10,0,2018
E01009428,LSOA,Birmingham 004D,0,0,0,110,40,250,60,150,30,0,20,0,0,2018
E01009442,LSOA,Birmingham 021C,0,10,0,60,420,40,10,70,0,0,0,0,0,2018
E01009450,LSOA,Birmingham 012E,40,30,0,20,150,200,90,10,0,30,70,10,10,2018
E01009466,LSOA,Birmingham 009D,50,230,100,50,30,50,90,0,40,0,20,0,0,2018
E01009481,LSOA,Birmingham 044D,0,280,300,50,0,0,20,0,20,10,10,0,0,2018
E01009485,LSOA,Birmingham 048E,20,50,220,210,0,0,0,0,0,0,0,0,20,2018
E01009486,LSOA,Birmingham 044E,90,430,20,20,0,10,50,0,0,10,0,30,20,2018
E01009487,LSOA,Birmingham 044F,10,300,240,40,0,0,0,0,0,0,0,0,10,2018
E01009507,LSOA,Birmingham 056B,130,60,90,0,0,20,60,90,60,20,20,10,40,2018
E01009512,LSOA,Birmingham 062A,0,0,0,160,420,0,0,10,0,0,10,80,20,2018
E01008897,LSOA,Birmingham 067B,0,20,430,0,0,10,0,130,10,0,0,10,0,2018
E01008899,LSOA,Birmingham 037A,60,70,0,60,0,30,160,130,60,0,0,10,10,2018
E01008907,LSOA,Birmingham 040B,370,20,0,0,0,0,0,20,70,40,0,20,90,2018
E01008915,LSOA,Birmingham 030A,60,330,10,140,10,0,0,0,0,0,0,0,10,2018
E01008918,LSOA,Birmingham 094A,0,0,30,0,0,0,270,410,0,0,0,0,30,2018
E01008925,LSOA,Birmingham 102C,0,0,0,0,0,0,490,20,0,0,0,0,0,2018
E01008928,LSOA,Birmingham 102E,0,0,10,0,140,30,0,300,140,0,30,50,50,2018
E01008936,LSOA,Birmingham 111C,0,0,60,140,220,230,10,0,0,0,0,0,0,2018
E01008938,LSOA,Birmingham 111D,0,0,590,0,0,0,0,0,0,0,0,0,0,2018
E01008947,LSOA,Birmingham 122C,10,0,0,370,10,40,20,50,30,20,0,0,0,2018
E01008951,LSOA,Birmingham 112A,240,320,0,0,0,20,0,0,0,0,0,0,0,2018
E01008952,LSOA,Birmingham 112B,410,270,20,40,10,0,0,0,10,20,20,10,50,2018
E01008958,LSOA,Birmingham 113C,10,0,60,60,20,0,180,380,20,30,0,0,30,2018
E01008960,LSOA,Birmingham 116B,170,270,50,20,0,0,0,0,50,0,40,0,10,2018
E01008968,LSOA,Birmingham 110B,60,120,110,170,0,0,40,60,50,10,70,20,20,2018
E01008975,LSOA,Birmingham 118D,0,0,0,420,100,30,0,40,60,0,20,10,10,2018
E01008976,LSOA,Birmingham 121A,0,0,0,210,10,70,310,80,0,0,10,0,10,2018
E01008984,LSOA,Birmingham 074A,80,10,30,0,0,80,310,130,60,40,110,0,10,2018
E01008989,LSOA,Birmingham 064D,260,60,10,70,0,110,60,190,110,0,0,10,40,2018
E01008992,LSOA,Birmingham 079C,70,20,40,20,10,110,130,70,60,30,0,20,0,2018
E01008998,LSOA,Birmingham 031A,10,100,460,40,0,0,30,0,0,0,0,10,0,2018
E01009007,LSOA,Birmingham 023D,330,210,10,20,80,10,0,70,90,0,20,20,10,2018
E01009011,LSOA,Birmingham 028B,0,10,160,230,0,30,90,0,80,140,70,20,10,2018
E01009012,LSOA,Birmingham 028C,10,80,110,210,0,10,110,0,0,60,10,0,0,2018
E01009015,LSOA,Birmingham 089G,80,20,170,70,0,20,90,70,20,160,50,30,30,2018
E01009018,LSOA,Birmingham 090B,160,70,130,60,30,10,120,30,40,10,20,30,30,2018
E01009022,LSOA,Birmingham 098B,0,10,320,240,0,0,0,10,10,0,20,0,0,2018
E01009024,LSOA,Birmingham 103D,0,0,130,360,50,0,80,0,0,0,0,10,0,2018
E01009033,LSOA,Birmingham 103F,0,0,30,640,10,0,0,0,0,0,0,0,10,2018
E01009034,LSOA,Birmingham 108B,0,40,230,240,0,0,0,0,10,0,0,40,10,2018
E01009037,LSOA,Birmingham 105D,10,20,310,40,10,10,40,50,120,40,30,40,50,2018
E01009044,LSOA,Birmingham 097C,100,290,10,50,0,0,0,20,0,0,0,0,10,2018
E01009050,LSOA,Birmingham 035A,310,70,10,120,20,10,20,60,0,40,0,0,40,2018
E01009056,LSOA,Birmingham 032B,170,70,30,110,0,0,90,70,30,20,110,40,30,2018
E01009059,LSOA,Birmingham 035E,430,70,0,10,0,0,0,10,0,10,10,0,50,2018
E01009067,LSOA,Birmingham 075B,130,400,30,0,0,20,40,30,10,0,10,0,50,2018
E01009070,LSOA,Birmingham 073B,30,20,120,260,0,20,100,30,30,0,100,10,10,2018
E01009071,LSOA,Birmingham 087B,80,70,20,90,130,80,80,100,80,10,20,20,40,2018
E01009072,LSOA,Birmingham 075E,160,230,120,10,0,40,90,50,90,10,60,40,10,2018
E01009079,LSOA,Birmingham 038A,0,0,0,0,0,40,700,0,0,0,0,0,0,2018
E01009080,LSOA,Birmingham 038B,0,0,0,20,20,300,30,0,10,30,0,0,0,2018
E01009082,LSOA,Birmingham 044A,0,0,0,0,0,0,510,0,0,0,0,0,0,2018
E01009089,LSOA,Birmingham 042D,0,0,20,410,90,0,0,0,0,0,0,0,0,2018
E01009097,LSOA,Birmingham 029B,0,0,0,0,0,70,340,0,0,90,300,0,0,2018
E01009106,LSOA,Birmingham 029F,0,0,0,0,0,10,550,0,0,20,10,0,0,2018
E01009111,LSOA,Birmingham 127B,0,0,0,260,100,140,50,0,0,0,0,70,0,2018
E01009115,LSOA,Birmingham 128E,0,0,0,0,0,0,10,610,0,10,0,10,0,2018
E01009123,LSOA,Birmingham 022A,0,0,100,160,0,80,120,100,0,50,0,20,10,2018
E01009129,LSOA,Birmingham 014C,0,0,50,540,0,0,0,0,0,0,0,0,0,2018
E01009146,LSOA,Birmingham 136B,0,0,0,0,0,0,220,440,150,50,230,150,30,2018
E01009151,LSOA,Birmingham 053A,500,90,0,0,0,10,0,0,0,0,10,0,0,2018
E01009155,LSOA,Birmingham 125B,0,0,0,0,0,0,0,610,0,0,0,0,0,2018
E01009165,LSOA,Birmingham 129C,0,0,40,40,40,170,0,40,100,220,0,0,20,2018
E01009184,LSOA,Birmingham 092B,450,80,10,10,0,0,30,10,70,10,30,0,30,2018
E01009186,LSOA,Birmingham 088D,40,10,90,160,10,230,90,60,0,50,10,60,10,2018
E01009195,LSOA,Birmingham 058A,10,350,210,0,0,0,0,30,0,70,0,0,0,2018
E01009203,LSOA,Birmingham 043C,0,0,0,0,80,610,190,10,50,90,40,0,70,2018
E01009207,LSOA,Birmingham 124B,0,0,0,520,0,10,0,90,0,0,60,0,0,2018
E01009223,LSOA,Birmingham 013A,0,0,40,320,70,140,40,0,80,0,0,10,0,2018
E01009228,LSOA,Birmingham 013D,0,0,10,460,160,30,10,10,0,0,0,0,10,2018
E01009232,LSOA,Birmingham 022D,20,0,110,380,60,0,20,30,0,0,0,0,0,2018
E01009236,LSOA,Birmingham 019B,0,0,20,460,0,30,60,0,0,0,40,0,0,2018
E01009238,LSOA,Birmingham 024B,0,0,90,410,10,40,10,0,60,0,10,0,0,2018
E01009248,LSOA,Birmingham 019D,0,0,0,710,0,0,0,0,0,0,0,0,0,2018
E01009274,LSOA,Birmingham 036C,320,70,20,120,10,30,70,0,20,50,30,20,20,2018
E01009275,LSOA,Birmingham 039A,420,40,0,0,10,10,20,10,0,0,0,30,20,2018
E01009279,LSOA,Birmingham 133E,0,0,0,370,70,0,20,0,0,0,0,0,0,2018
E01009289,LSOA,Birmingham 096E,310,200,0,0,0,0,40,0,10,10,20,10,10,2018
E01009306,LSOA,Birmingham 046B,0,0,10,30,360,60,40,90,60,0,50,50,0,2018
E01009308,LSOA,Birmingham 046C,0,0,0,0,460,20,0,90,0,0,230,0,0,2018
E01009314,LSOA,Birmingham 069B,0,0,0,240,320,50,20,0,0,0,50,60,10,2018
E01009315,LSOA,Birmingham 081A,10,0,10,220,80,210,100,130,40,0,10,0,10,2018
E01009317,LSOA,Birmingham 081C,0,0,0,300,370,90,0,0,0,0,0,130,0,2018
E01009325,LSOA,Birmingham 063A,0,60,280,110,0,0,10,0,0,60,0,0,0,2018
E01009327,LSOA,Birmingham 139B,60,340,40,0,0,0,0,0,0,0,0,0,0,2018
